speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,G,G,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
104.358472895596,42.3752825641542,863.75,2.81713301592845,-1.03405934069811,1,11.65,15886.4362391682,48.6487533408342,108.533235610211,1806.71456440679,597.96699531194,23.498993268373,0,26.7154783295746,30.4070345998365,1,108.350124879347,1.75,1.75,111.583560274965,9.29981184084173,0.846985510725907,28.3933395504962,35.1326409424491,0,4455.41456440679,
104.04257379285,42.3839579352002,864,2.82975262929532,-0.981179976949055,1,11.65,15838.3470824899,48.7708834484836,108.47634140261,1795.79306156507,594.352313520354,36.8096118907734,0,25.0191310001884,30.0884415198037,1,107.368210274701,1.75,1.75,112.069940522722,9.35951210305164,0.720637400526681,28.164517494879,35.2174518860615,0,4444.49306156507,
103.741960456432,42.3926579827809,864.25,2.8364638133518,-0.957687588499653,1,11.65,15792.5848700971,48.8871039088093,108.420668449703,1785.43077549161,590.922715292731,53.9251283648227,0,24.3178037420075,29.8440421919727,1,106.61906878155,1.75,1.75,112.561128904515,9.40991216944928,0.606649855902223,27.9350319916681,35.300299920809,0,4434.13077549161,
103.447710101756,42.4013822638183,864.5,2.83521226289573,-0.932621549016321,1,11.65,15747.7912911167,49.0008643696026,108.364727228711,1775.31686257961,587.575320948336,0,0,23.5567001512037,29.6880843839453,1,106.142843371932,1.75,1.75,113.054991761778,9.44400288963562,0.409199549448957,27.7048925695885,35.381160765195,0,4424.01686257961,
103.160363145437,42.4101302728915,864.75,2.83437294897535,-0.905700677181992,1,11.65,15704.0486128903,49.1119558997871,108.308717210868,1765.46795632242,584.315635662266,0,0,22.7257052748418,29.532126575918,1,105.668013023481,1.75,1.75,113.551556929864,9.47334460847402,0.351240789288017,27.4741125724642,35.4600185856598,0,4414.16795632242,
102.880551731917,42.4189014310952,865,2.83398407693572,-0.876561865807197,1,11.65,15661.4530664383,49.2201341052892,108.252864411971,1755.90366028957,581.150147613569,0,0,21.8117988442757,29.3761687678907,1,105.194557359738,1.75,1.75,114.05085266831,9.50185989743988,0.34044695219338,27.2427056184682,35.5368574957925,0,4404.60366028957,
102.60902597966,42.4276950714364,865.25,2.83409089062331,-0.84472287765433,1,11.65,15620.1188419058,49.3251089819654,108.197428229122,1746.64741318309,578.086614292275,0,0,20.7977448783237,29.2202109598633,1,104.72245615951,1.75,1.75,114.552907669406,9.53094137840543,0.346319095060362,27.0106856049216,35.6116615578397,0,4395.34741318309,
102.34669205079,42.4365104190004,865.5,2.83474791311757,-0.809520198078994,1,11.65,15580.1838838835,49.4265301974565,108.142711203872,1737.72774666565,575.134478801869,0,0,19.6599054963513,29.064253151836,1,104.25168935243,1.75,1.75,115.05775106704,9.56116168320241,0.35899468455128,26.7780667131804,35.6844147842885,0,4386.42774666565,
102.09466994427,42.4453465627409,865.75,2.83602233602655,-0.769997844374207,1,11.65,15541.8186892328,49.5239647477031,108.08907362387,1729.18019926763,572.305503303708,0,0,18.3643341940329,28.9082953438087,1,103.782237014561,1.75,1.75,115.565412445745,9.59285700697361,0.375630664376356,26.544863413614,35.755101139525,0,4377.88019926763,
101.854386532648,42.4542024127416,866,2.83799945464204,-0.724689448035027,1,11.65,15505.2404700221,49.6168609879036,108.036956698318,1721.05040407427,569.614790946568,0,0,16.8591279309446,28.7523375357813,1,103.314079364043,1.75,1.75,116.075921849968,9.62635105886305,0.39606462525574,26.3110904706756,35.8237045415722,0,4369.75040407427,
101.627737589767,42.4630766293033,866.25,2.84079209491594,-0.671132935749725,1,11.65,15470.7378189211,49.7044859907989,107.98692238581,1713.39947677558,567.082569145583,0,0,15.0574130595316,28.596379727754,1,102.847196756768,1.75,1.75,116.589309793616,9.66211630667313,0.422046043884103,26.0767629480669,35.8902088639095,0,4362.09947677558,
101.417403298123,42.4719674870037,866.5,2.84455889089116,-0.604556226390778,1,11.65,15438.7187387219,49.7858035680175,107.939729996517,1706.31452662577,564.737668386779,0,0,12.7913166487985,28.4404219197266,1,102.381569682106,1.75,1.75,117.105607269828,9.70235611554209,0.473959101901771,25.8418962139995,35.9545979373776,0,4355.01452662577,
101.227578972409,42.4808725319605,866.75,2.84954642172005,-0.512806504935646,1,11.65,15409.8218800057,49.8591917642246,107.896511596921,1699.93304041257,562.625592571536,0,0,9.63456134179656,28.2844641116993,1,101.917178758648,1.75,1.75,117.624845761001,9.76457979412413,0.731725489921344,25.6065059465532,36.0168555521717,0,4348.63304041257,
101.066306163555,42.4897841264073,867,2.85622296495057,-0.236010618225691,1,11.65,15385.2714039028,49.9215416263643,107.859325707205,1694.52078828064,560.834303449858,0,0,1.49011611938477E-06,28.128506303672,1,101.454004729996,1.75,1.75,118.147057249108,9.78524655905691,0.24285424744097,25.3706081391355,36.0769654599253,0,4343.22078828064,
100.992028460569,42.4986957208541,867.25,2.86792735321776,0,1,11.65,15373.9641476759,49.9502582127135,107.84205433221,1692.03096026736,560.010246896997,0,21.8070344850716,0,27.9725484956446,1,100.992028460569,1.75,1.75,118.674979641922,9.81401379141491,0.338042484539071,25.1342191060416,36.1349113758901,0,4340.73096026736,
100.917750784483,42.5076073153009,867.5,2.85043046660435,-0.236010532754795,1,11.65,15362.6568955439,49.978974788663,107.82469176567,1689.54296370242,559.186796497255,99.9999960513067,80.5042620990465,0,28.1028693866757,1,101.37798162022,1.75,1.75,119.200298983535,9.79679566803709,-0.202329411926268,24.8973512233181,36.1906661809507,0,4338.24296370242,
100.938335611983,42.5165254688765,867.75,2.84119335528986,0.0653583044365017,1,11.65,15365.7905131649,49.9710164653357,107.82951264822,1690.23228737899,559.414941449313,72.199962957737,80.4932018173899,0,28.2057387733514,1,101.683224037786,1.75,1.75,119.723801918067,9.76763589474741,-0.342403199536194,24.6600266299055,36.2442368887178,0,4338.932287379,
100.98433418414,42.5254418037313,868,2.8334495660025,0.146078557849313,1,11.65,15372.792851963,49.9532329055835,107.840260012746,1691.7731486718,559.924919182155,64.7318836614179,80.4684680620992,0,28.3086081600271,1,101.988991677074,1.75,1.75,120.245500132428,9.73830645796745,-0.344465689929753,24.4222663802708,36.2956275029973,0,4340.4731486718,
101.049260917853,42.5343540771772,868.25,2.82682194387763,0.206283050009536,1,11.65,15382.6766149841,49.9281315079894,107.855370335191,1693.94926076334,560.645145406307,59.138256181365,80.4335127140035,0,28.4114775467028,1,102.295290040483,1.75,1.75,120.765405191265,9.71034724381759,-0.328522467010039,24.1840913395984,36.3448421839677,0,4342.64926076334,
101.129475577296,42.5432606242595,868.5,2.82109734378038,0.255019193426701,1,11.65,15394.8876510154,49.8971196282222,107.873942374783,1696.63970092315,561.535598414281,54.5862933119227,80.3902557408667,0,28.5143469333785,1,102.602124653401,1.75,1.75,121.283528538852,9.68397297043586,-0.310098562828259,23.9455221844843,36.391885244814,0,4345.33970092315,
101.222570326764,42.5521601067779,868.75,2.81613407046456,0.296202640059383,1,11.65,15409.0594164753,49.8611281623544,107.895363184367,1699.76482239008,562.569917575914,50.7162193848125,80.3399545628767,0,28.6172163200542,1,102.90950106473,1.75,1.75,121.799881500966,9.65907253406725,-0.293002159787113,23.7065794036507,36.4367611484158,0,4348.46482239008,
101.326805276072,42.5610514044114,869,2.81182934840625,0.331953080339689,1,11.65,15424.9270487826,49.8208297712888,107.919177321089,1703.26732431889,563.729138072447,47.3336666583035,80.2835083437044,0,28.7200857067299,1,103.217424847413,1.75,1.75,122.314475286702,9.63548079954504,-0.277858279393885,23.4672832986786,36.4794745040903,0,4351.9673243189,
101.440851035029,42.5699335555613,869.25,2.80810442642181,0.36357119877757,1,11.65,15442.2881755579,49.7767384120625,107.945027147399,1707.1036187908,564.998833642346,44.3196274064293,80.2215967375643,0,28.8229550934056,1,103.525901598959,1.75,1.75,122.827320990252,9.61304610454546,-0.26450301586712,23.2276539847578,36.5200300643875,0,4355.8036187908,
101.563651957856,42.5788057208756,869.5,2.80489663600913,0.391922770902246,1,11.65,15460.9820963913,49.7292622090788,107.972621051047,1711.23924631215,566.36759925225,41.5950691455228,80.1547535404355,0,28.9258244800813,1,103.834936941974,1.75,1.75,123.338429592686,9.59164159073997,-0.252641307367018,22.9877113914543,36.5584327219391,0,4359.93924631215,
101.69434577739,42.5876671588275,869.75,2.80215470818007,0.417618127138012,1,11.65,15480.8775487995,49.6787345244159,108.001714705256,1715.64618297078,567.826159848486,39.10441122661,80.0834099247367,0,29.028693866757,1,104.144536524694,1.75,1.75,123.847811963628,9.5711627529695,-0.242008000065296,22.7474752634937,36.5946875063575,0,4364.34618297078,
101.832212829991,42.5965172083865,870,2.79983580501629,0.441106320033335,1,11.65,15501.8649787594,49.6254335880439,108.032099173837,1720.30114020305,569.366807632214,36.8068604022516,80.0079217151215,0,29.1315632534327,1,104.454706021522,1.75,1.75,124.355478862987,9.55152281451108,-0.232392997600732,22.5069651615596,36.6287995811868,0,4369.00114020305,
101.976642172629,42.6053552761746,870.25,2.79790353275843,0.462728871975502,1,11.65,15523.8513827305,49.5695955973348,108.063592927503,1725.18443113001,570.983026851539,34.6714689768781,79.9285875571078,0,29.2344326401084,1,104.765451133565,1.75,1.75,124.861440942573,9.53264869561095,-0.223634074406012,22.2662004631072,36.6607742409033,0,4373.88443113001,
102.127107982458,42.6141808266225,870.5,2.79632655393626,0.482752483865979,1,11.65,15546.7567149733,49.5114238412509,108.096036244734,1730.27918169564,572.669232712506,32.6741297429889,79.8456615450737,0,29.3373020267841,1,105.076777589177,1.75,1.75,125.365708747732,9.51447795963654,-0.215605251232852,22.0252003631907,36.6906169079654,0,4378.97918169564,
102.283152541004,42.6229933742191,870.75,2.79507758407968,0.501389973721081,1,11.65,15570.5112972418,49.4510952788468,108.129287143056,1735.57076253877,574.420583346165,30.795653896811,79.7593623048049,0,29.4401714134597,1,105.388691144503,1.75,1.75,125.868292718944,9.49695657354451,-0.208207132023799,21.7839838753043,36.7183331299125,0,4384.27076253877,
102.44437361202,42.6317924772741,871,2.79413264567181,0.518814242190953,1,11.65,15595.0538973205,49.388765419131,108.163218334391,1741.04636809364,576.232840503806,29.0204902138319,79.6698797124995,0,29.5430408001354,1,105.701197584031,1.75,1.75,126.369203193359,9.48003726033978,-0.201359880037194,21.5425698322352,36.7439285765107,0,4389.74636809364,
102.61041485269,42.6405777328061,871.25,2.79347050011589,0.535167909232461,1,11.65,15620.3302693274,49.3245720282001,108.197714889911,1746.69469728661,578.102263877365,27.3358420867193,79.5773799838263,0,29.6459101868111,1,106.014302721138,1.75,1.75,126.868450406337,9.46367826838132,-0.1949982701869,21.3009768869296,36.7674090369467,0,4395.39469728661,
102.780958380054,42.6493487722887,871.5,2.79307220646622,0.550570156845507,1,11.65,15646.292022104,49.2586380031432,108.232672411053,1752.50570637582,580.025529296962,25.7310411959184,79.4820096064049,0,29.7487795734868,1,106.328012398652,1.75,1.75,127.366044492958,9.45970598784803,-0.047426105598677,21.0592235133695,36.7887804170675,0,4401.20570637582,
102.95571890676,42.6581052580638,871.75,2.79292077266155,0.565121708192622,1,11.65,15672.8957265049,49.1910736392245,108.267995570828,1758.47041428757,581.999664303216,24.1970922487754,79.3838984313588,0,29.8516489601625,1,106.642332489405,1.75,1.75,127.861995489468,9.42201046819124,-0.450804773624945,20.8173280074612,36.8080487366654,0,4407.17041428757,
103.134439044062,42.6668468802831,872,2.79300087570086,0.578908528054036,1,11.65,15700.1022003746,49.1219784457967,108.303596932031,1764.58074696933,584.021996632876,22.7263350116041,79.2831621404404,0,29.9545183468382,1,106.957268896801,1.75,1.75,128.358180055415,9.39278332059265,-0.350124915328681,20.5753084879325,36.8252201268091,0,4413.28074696933,
103.31688548923,42.6755733542751,872.25,2.77214348458257,0.592004624216226,1,11.65,15727.8759281592,49.0514426202913,108.339395976465,1770.82941128084,586.090112480657,21.3121887541857,79.1799042408885,0,30.2867656632286,1,107.978730554991,1.75,1.75,128.848606328038,9.32950183734263,-0.759392789757665,20.3331810027334,36.8402930260143,0,4419.52941128084,
103.523331136003,42.6842844182579,872.5,2.75712758577539,0.671062573067943,1,11.65,15759.3030419652,48.9716284364426,108.379240517453,1777.91335053423,588.434678663812,13.683546024741,79.0625481195584,0,30.5735313264573,1,108.865737696579,1.75,1.75,129.334482323334,9.26346895056014,-0.793812070186075,20.0909644152094,36.853291229366,0,4426.61335053423,
103.746983538648,42.6929781106857,872.75,2.74332238070131,0.728446714058295,1,11.65,15793.3495312992,48.8851619293407,108.421610985397,1785.60367723079,590.979940454635,8.04749415830294,78.9347899318781,0,30.8602969896859,1,109.757863437734,1.75,1.75,129.81589130397,9.19849453063579,-0.782648500623823,19.8486765259743,36.8642335958382,0,4434.30367723079,
103.986001566658,42.7016530616993,873,2.73060356568044,0.78017516194787,1,11.65,15829.7351218184,48.7927549005226,108.465978450999,1793.84069941765,593.706141651232,2.90624425058513,78.7975369765682,0,31.1470626529146,1,110.655242131425,1.75,1.75,130.29291425752,9.13537956068022,-0.761892970671275,19.6063346509353,36.8731387751982,0,4442.54069941765,
104.232938391819,42.7103080728204,873.25,2.71855845797536,0.80787974880913,1,11.65,15867.3261867236,48.6972863766255,108.510824045472,1802.37052608773,596.529252133055,0,78.6549539275289,0,31.4338283161432,1,111.558010361659,1.75,1.75,130.765629978948,9.07331043501052,-0.750994256352037,19.3639556364182,36.8800252099645,0,4451.07052608773,
104.478319693396,42.7189425794733,873.5,2.70668077753126,0.804697086929977,1,11.65,15904.6804550799,48.6024192354518,108.554388698232,1810.86666210586,599.341212044493,0,78.512476380475,0,31.7205939793718,1,112.466307048558,1.75,1.75,131.234115149389,9.01498423121279,-0.707383296378113,19.1215558737214,36.8849111374122,0,4459.56666210586,
104.722161757393,42.727556806833,873.75,2.69496629965509,0.801531855783271,1,11.65,15941.8004060971,48.5081471806515,108.596694130103,1819.32929341286,602.142082926242,0,78.3701052353218,0,32.0073596426005,1,113.380273556188,1.75,1.75,131.698333580666,8.95674029476272,-0.708048500180022,18.8791513131265,36.8878145916182,0,4468.02929341286,
104.964480600277,42.7361509762514,874,2.684706108384,0.798383894659209,1,11.65,15978.6884779538,48.4144640200798,108.63776163587,1827.7586042081,604.931925742634,0,78.227841384685,0,32.2785459100473,1,114.249932236706,1.75,1.75,132.158745030157,8.90158670062998,-0.672045265853125,18.6367575764908,36.8887538740412,0,4476.4586042081,
105.205291975226,42.7447253053469,874.25,2.67396401678315,0.795253045333256,1,11.65,16015.347068748,48.3213636633835,108.677612094789,1836.15477697705,607.71080089075,0,78.0856857139485,0,32.5570918200945,1,115.14873524542,1.75,1.75,132.61525675662,8.84696248069267,-0.667134987677573,18.3943897368016,36.8877454513839,0,4484.85477697705,
105.44461137818,42.7532800080914,874.5,2.66335658832956,0.792139152010255,1,11.65,16051.7785374188,48.228840119659,108.716265980774,1844.51799251812,610.478768209308,0,77.9436391013323,0,32.8356377301418,1,116.053290909805,1.75,1.75,133.067933839453,8.79303030720094,-0.660194067494948,18.1520625233837,36.8848062852342,0,4493.21799251812,
105.682454053727,42.7618152948949,874.75,2.65288068128,0.789042061270173,1,11.65,16087.9852046418,48.1368874951793,108.753743372268,1852.84842996896,613.235886987362,0,77.8017024179577,0,33.1141836401891,1,116.963738522312,1.75,1.75,133.51683973544,8.7398324730503,-0.652686229927851,17.9097902858341,36.8799531593736,0,4501.54842996896,
105.918835000806,42.7703313726872,875,2.64253325639718,0.785961622015427,1,11.65,16123.9693536977,48.0454999911882,108.790063961827,1861.14626683208,615.982215972792,0,77.659876527912,0,33.3927295502363,1,117.880220061564,1.75,1.75,133.962036332474,8.68737152471277,-0.645097167646192,17.6675870049831,36.873202681446,0,4509.84626683208,
106.153768978245,42.7788284449973,875.25,2.63231137274526,0.78289768541973,1,11.65,16159.7332313153,47.9546719017578,108.825247065409,1869.41167899999,618.71781338061,0,77.5181622883119,0,33.6712754602836,1,118.802880303284,1.75,1.75,134.403584001087,8.63783128133509,-0.610544663593356,17.4254663034767,36.8645712846527,0,4518.11167899999,
106.387270510146,42.7873067120307,875.5,2.62221218369134,0.779850104878403,1,11.65,16195.2790484911,47.864397611709,108.859311631383,1877.64484077968,621.442736901075,0,77.3765605493654,0,33.9498213703308,1,119.731866934827,1.75,1.75,134.841541643876,8.59218752549046,-0.563771218334898,17.1834414559938,36.8540752294674,0,4526.34484077968,
106.619353891107,42.7957663707444,875.75,2.61223293310168,0.776818735960104,1,11.65,16230.6089812844,47.7746715945912,108.892276249285,1885.84592491663,624.157043707631,0,77.2350721544323,0,34.2283672803781,1,120.667330673509,1.75,1.75,135.276300855628,8.5229040552607,-0.857640749092366,16.941525399115,36.8417306053695,0,4534.54592491663,
106.8500331913,42.8042076149196,876,2.59832824084855,0.773803436359926,1,11.65,16265.7251715901,47.6854884107194,108.924159158296,1894.01510261825,626.860790464669,0,77.0936979400845,0,34.560602124311,1,121.791786845107,1.75,1.75,135.708288978589,8.4496259482254,-0.909068055025358,16.6997304835566,36.8275519026629,0,4542.71510261825,
107.079322261402,42.8126306352325,876.25,2.56783917291657,0.770804065853815,1,11.65,16300.6297278895,47.5968427052681,108.954978255494,1902.15254357682,629.554033335116,0,76.9524387361639,0,35.121204248622,1,123.711294019241,1.75,1.75,136.133374360724,8.34879577050038,-1.25357782931089,16.4580677329954,36.8115517973123,0,4550.85254357682,
107.307234737386,42.8210356193227,876.5,2.53826619460091,0.767820486254254,1,11.65,16335.3247259799,47.5087292064178,108.984751103845,1910.2584159919,632.236827987864,0,76.8112953658402,0,35.681806372933,1,125.659754181225,1.75,1.75,136.55177413164,8.24107922686749,-1.34206679637633,16.2165479371872,36.7937605154229,0,4558.95841599191,
107.533784045184,42.8294227518604,876.75,2.50956701344903,0.76485256136719,1,11.65,16369.812209684,47.4211427235539,109.013494939978,1918.33288659236,634.909229605036,0,76.6702686456673,0,36.242408497244,1,127.63855777736,1.75,1.75,136.963695324835,8.13326023739954,-1.34620242657869,15.975181334356,36.7742074002391,0,4567.03288659236,
107.758983405214,42.8377922146111,877,2.48170191202168,0.761900156950137,1,11.65,16404.0941915389,47.3340781455162,109.04122668173,1926.37612065775,637.571292889089,0,76.529359385638,0,36.8030106215551,1,129.649161240483,1.75,1.75,137.369335494553,8.03925108629087,-1.17625414873504,15.73397764298,36.7529209496868,0,4575.07612065775,
107.982845836782,42.8461441864983,877.25,2.45463355474261,0.758963140671436,1,11.65,16438.172653467,47.2475304388959,109.067962935477,1934.38828203941,640.22307206978,0,76.3885683892393,0,37.3636127458661,1,131.380595779309,1.75,1.75,137.768883286197,7.91339924282081,-1.57797157455078,15.4929460913759,36.7299288518245,0,4583.08828203941,
108.205384162366,42.8544788436656,877.5,2.42832681187881,0.756041382070621,1,11.65,16472.0495474275,47.1614946463804,109.093720003254,1942.36953318101,642.864620910971,0,76.2478964535049,0,37.9242148701771,1,131.380595779309,1.75,1.75,138.164281643914,7.79965232983948,-1.42915882848099,15.2520954452633,36.7052580183426,0,4591.06953318101,
108.426611011781,42.8627963595357,877.75,2.38080523365022,0.753134752519858,1,11.65,16505.7267960505,47.0759658851424,109.118513889681,1950.3200351387,645.495992717299,0,76.1073443690677,0,38.8395232023368,1,131.380595779309,1.75,1.75,138.549939421865,7.65448986500703,-1.82763435708963,15.011432575036,36.6789269642334,0,4599.0200351387,
108.646538826232,42.8710969048687,878,2.33989600376027,0.750243125186423,1,11.65,16539.2062932543,46.9909393452738,109.142360308685,1958.23994760083,648.117240340699,0,75.9669129202115,0,39.6790464046736,1,131.380595779309,1.75,1.75,138.927390783157,7.51074213104375,-1.8135227139726,14.7709638719779,36.6509779521116,0,4606.93994760083,
108.865179862256,42.8793806478183,878.25,2.30064640011334,0.74736637499618,1,11.65,16572.4899048451,46.9064102882611,109.165274690039,1966.12942890726,650.7284161868,0,75.8266028849213,0,40.5185696070104,1,131.380595779309,1.75,1.75,139.296977938417,7.37130891190041,-1.76265881897577,14.5306952746671,36.6214467290672,0,4614.82942890726,
109.08254619556,42.887647753987,878.5,2.26295553701336,0.744504378598031,1,11.65,16605.5794691014,46.8223740455019,109.187272185727,1973.9886360683,653.329572221186,0,75.6864150349328,0,41.3580928093472,1,131.380595779309,1.75,1.75,139.659022123481,7.22116840726153,-1.90183560709321,14.2906322553533,36.5903675816692,0,4622.6886360683,
109.298649724753,42.8958983864795,878.75,2.22673055579052,0.741657014329305,1,11.65,16638.4767973425,46.738826016861,109.208367676116,1981.81772478318,655.920759975521,0,75.5463501357814,0,42.197616011684,1,131.380595779309,1.75,1.75,140.013825279453,7.09808823124998,-1.56217428225201,14.0507798572765,36.5577734229956,0,4630.51772478318,
109.284615459822,42.9041883680418,879,2.18273319382926,-2.45872495070401,1,11.65,16636.3403684661,46.7442518198214,109.207021124371,1981.30881512313,655.752326518295,0,0,71.9403084851393,43.0371392140208,1,131.380595779309,1.75,1.75,140.361671567882,6.87119816542791,-2.86609468950763,13.8111427284859,36.5236958728896,0,4630.00881512313,
108.564777042129,42.9125360864592,879.25,2.11285793191826,-2.54703538297791,1,11.65,16526.759739238,47.0225493606467,109.133588376128,1955.29371574504,647.142128142567,0,0,75.4006478979628,43.8766624163576,1,131.380595779309,1.75,1.75,140.70756288204,6.6577364899406,-2.67781605305848,13.571725152545,36.4881653320905,0,4603.99371574504,
107.813890574763,42.9209443002942,879.5,1.98640313219771,-2.61227078416008,1,11.65,16412.4526815006,47.3128504229003,109.047861006448,1928.33973991726,638.22119051635,0,0,78.1493555349344,46.0265090373074,1,131.380595779309,1.75,1.75,141.03660318712,6.35857984276495,-3.72583421989979,13.3325257034883,36.4511899845294,0,4577.03973991726,
107.038191185673,42.9294155863566,879.75,1.87535220870356,-2.66383135736957,1,11.65,16294.3683655498,47.6127444367479,108.949513727464,1900.6915228598,629.070480379129,0,0,80.4861245379066,48.0530180746147,1,131.380595779309,1.75,1.75,141.351537108793,6.05768199810444,-3.71961805760473,13.0935417054488,36.4128414367848,0,4549.3915228598,
106.241247594438,42.9379523878517,880,1.77276878391405,-2.70442474863406,1,11.65,16173.0500557176,47.9208516954964,108.838114531262,1872.4940175785,619.737972721017,0,0,82.492631267577,50.0795271119221,1,131.380595779309,1.75,1.75,141.653524918647,5.77158468747588,-3.50951586804343,12.8547704945989,36.3731796000165,0,4521.1940175785,
105.425902255757,42.9465570507022,880.25,1.6777707071493,-2.7360915916979,1,11.65,16048.9304574093,48.2360732745358,108.713278273002,1843.86350195714,610.26215194799,0,0,84.2300953648812,52.1060361492295,1,131.380595779309,1.75,1.75,141.94358948458,5.50410565020118,-3.2552512247743,12.6162093344577,36.3322594367621,0,4492.56350195714,
104.594452523105,42.9552318517679,880.5,1.58958899014513,-2.76040499417422,1,11.65,15922.359295554,48.5575209914533,108.574659767444,1814.89463557143,600.674347470451,0,0,85.7454803093087,54.1325451865369,1,131.380595779309,1.75,1.75,142.222637129301,5.28931762196456,-2.59286057965245,12.3778554473877,36.2901315471981,0,4463.59463557143,
103.74877685194,42.963979021349,880.75,1.50755156698775,-2.77860010375564,1,11.65,15793.6225264522,48.8844686144705,108.421947383297,1785.66540769032,591.000371339587,0,0,87.0755001938378,56.1590542238442,1,131.380595779309,1.75,1.75,142.491474677788,4.99547571227934,-3.51782968663208,12.1397060387284,36.2468426664786,0,4434.36540769032,
102.890425487178,42.9728016019472,881,1.43106933129347,-2.82258471371826,1,11.65,15662.9561430841,49.2163168016551,108.254857328076,1756.24071514923,581.261702413457,0,0,89.3272149752133,58.1855632611516,1,131.380595779309,1.75,1.75,142.756288582446,4.72975593415476,-3.15396496361823,11.9017583152874,36.2024360893762,0,4404.94071514923,
102.010969463512,42.9817024091843,881.25,1.29937143013748,-2.85214266467539,1,11.65,15529.0770084296,49.5563242847717,108.071027500283,1726.34608685782,571.36749919644,0,0,91.1154739053751,62.9921493896962,1,131.380595779309,1.75,1.75,143.000601713722,4.38852124926284,-4.01469346415587,11.6639958913074,36.1569259225025,0,4375.04608685782,
101.11442434746,42.9906840718663,881.5,1.18288791855556,-2.8697059369576,1,11.65,15392.5964100986,49.9029386011289,107.870465681023,1696.1347123701,561.368462722965,0,0,92.5129371632298,67.9842987793923,1,131.380595779309,1.75,1.75,143.226466121464,4.05120871878307,-3.93282255648149,11.4264051837995,36.1103975386529,0,4344.8347123701,
100.204163957268,42.9997491029161,881.75,1.08221813402988,-2.87857114320318,1,11.65,15254.027942694,50.2548553950577,107.653242702159,1665.73400869973,551.306764108657,0,0,93.625497983956,72.9764481690885,1,131.380595779309,1.75,1.75,143.436470463902,3.74469288205854,-3.54088840796915,11.1889745279425,36.0629278770122,0,4314.43400869973,
99.2826163591158,43.0088999486436,882,0.994380720587354,-2.8809837830183,1,11.65,15113.7412294719,50.6111359491595,107.419374198048,1635.23638458817,541.212987806959,0,0,94.5251673400384,77.9685975587847,1,131.380595779309,1.75,1.75,143.632695224718,3.47243802161371,-3.11560954745609,10.9516936439414,36.0145830303897,0,4283.93638458817,
98.3515651776982,43.018139024432,882.25,0.917098301038533,-2.87852023686482,1,11.65,14972.007790695,51.0185003527244,107.268518839335,1604.71039653474,531.109823912207,0,0,95.2624354057365,82.9607469484808,1,131.380595779309,1.75,1.75,143.816837366093,3.29289102977851,-2.03506470215836,10.7145533978439,35.965420379675,0,4253.41039653474,
97.4123408679091,43.0274687416194,882.5,0.848601519489903,-2.87231531425733,1,11.65,14829.0301608224,51.6237723191853,107.504597117301,1574.2078525864,521.014419295736,0,0,95.8736173607784,87.952896338177,1,131.380595779309,1.75,1.75,143.990299013689,2.95771603635186,-3.76211224077975,10.4775456150665,35.915490203892,0,4222.9078525864,
96.4659466003788,43.036892368299,882.75,0.787495002246239,-2.88852325240311,1,11.65,14684.961051999,52.2336648798708,107.717892580093,1543.76850142721,510.939929550376,0,0,97.3137353286397,92.9450457278732,1,131.380595779309,1.75,1.75,144.164698432216,2.6966966466244,-2.9005697597291,10.240662932786,35.8648369173353,0,4192.46850142721,
95.5046321975996,43.0464127834047,883,0.633060367489962,-2.88778320701344,1,11.65,14538.6206587199,52.8531725447522,107.909285537364,1513.15350322264,500.807306031133,0,0,98.1541474164725,113.32604653499,1,131.380595779309,1.75,1.75,144.306449439199,2.30520404252921,-4.30622080832536,10.0038085743312,35.8134352813053,0,4161.85350322264,
94.5336931225119,43.0560326914231,883.25,0.522018785450053,-2.87783190542766,1,11.65,14390.8151065639,53.4788827155463,108.076748285488,1482.54322415755,490.676244402027,0,0,98.6641513670748,134.652093069979,1,131.380595779309,1.75,1.75,144.424655306968,1.95244387547304,-3.84005317297461,9.76694808404381,35.7614183870555,0,4131.24322415755,
93.5559880895932,43.0657547492646,883.5,0.441372666854208,-2.86299967710628,1,11.65,14241.979576154,54.1089531276146,108.21913067435,1452.03570195237,480.579192135535,0,0,98.995785981783,155.978139604969,1,131.380595779309,1.75,1.75,144.526001250543,1.67085083121181,-3.03313918917704,9.53006072513294,35.7088830711819,0,4100.73570195237,
92.5729937709459,43.0755816309594,883.75,0.380168053699487,-2.8453878048048,1,11.65,14092.3388605192,54.7424321571354,108.335730767287,1421.68287650508,470.533339741634,0,0,99.2228409345439,177.304186139959,1,131.380595779309,1.75,1.75,144.614690192066,1.44594613783556,-2.39668748917977,9.29313151389043,35.6558986032885,0,4070.38287650508,
